ID	age	sex	n_babies	site	year	pop_size	weight
99	9	m	2	2	1994	164	7.13958215065101
100	1	f	2	3	1994	164	NA
108	5	m	2	2	1994	164	4.330099612795809
117	7	m	1	1	1994	164	7.969952729788568
118	6	f	0	2	1994	164	7.056275884660612
123	0	f	1	1	1994	164	4.562142300600774
125	4	f	0	1	1994	164	5.849195066278034
130	2	f	0	1	1994	164	4.464945584479793
135	8	f	2	2	1994	164	8.183149217388848
149	3	f	0	3	1994	164	7.0879390587066915
154	4	f	1	3	1994	164	5.758943451358432
155	5	f	2	1	1994	164	NA
157	8	m	2	2	1994	164	6.849324232688614
158	0	m	1	1	1994	164	3.3271634076287415
159	1	m	0	2	1994	164	1.3788669520416927
167	8	m	1	3	1994	164	8.53368323353936
168	12	f	1	2	1994	164	9.541784770798866
170	1	m	1	1	1994	164	3.223190564665662
176	0	m	1	1	1994	164	3.6939532615234607
177	1	f	1	2	1994	164	4.364394282321234
182	7	f	0	2	1994	164	7.562142032430652
185	7	f	0	3	1994	164	9.755268450896404
186	5	f	1	3	1994	164	5.994609764346829
187	10	m	2	3	1994	164	7.957085937868547
193	11	m	1	2	1994	164	10.034270266590745
203	0	f	0	3	1994	164	5.1103713698853985
204	2	f	2	1	1994	164	5.042025057812999
205	3	m	0	2	1994	164	4.279314325368338
208	2	m	2	3	1994	164	3.3525971854354255
215	6	m	2	1	1994	164	6.7570572481735045
223	2	m	1	3	1994	164	4.536918515999519
228	4	m	1	1	1994	164	4.3724517508030765
232	3	f	1	3	1994	164	5.013093941465981
233	13	m	1	1	1994	164	9.659189767337963
236	4	m	1	3	1994	164	4.256368604743754
243	8	f	0	1	1994	164	8.997164468864709
247	4	f	2	2	1994	164	6.3132604764294635
251	6	f	1	1	1994	164	8.279662128118987
252	10	f	2	2	1994	164	9.863103057715442
259	14	f	1	3	1994	164	12.959648568640544
267	0	f	0	2	1994	164	4.4825212236153416
268	2	f	0	1	1994	164	6.1638577611641825
270	2	m	2	2	1994	164	4.526738425566022
271	2	f	0	2	1994	164	5.285515059863901
277	12	m	2	2	1994	164	8.638234334503283
280	4	m	2	3	1994	164	3.880835555271854
285	1	m	0	2	1994	164	2.4773684582492175
298	2	m	0	1	1994	164	3.691518274720358
301	7	f	1	1	1994	164	7.453288730659539
303	12	m	1	1	1994	164	10.449864415307351
310	3	f	0	3	1994	164	5.041958958823837
314	5	f	0	1	1994	164	5.801568380228758
332	14	f	2	3	1994	164	NA
343	9	m	1	3	1994	164	8.27120954529136
344	5	m	2	3	1994	164	5.769758315606061
346	8	f	2	1	1994	164	8.749378052808874
355	1	f	2	1	1994	164	3.5641608824218514
356	2	m	2	2	1994	164	4.146890438522561
364	11	m	0	3	1994	164	9.533826147368284
371	10	m	2	1	1994	164	7.589073525693185
375	0	m	1	3	1994	164	2.0228728396597258
376	2	m	1	3	1994	164	3.5269720792650148
384	0	f	2	2	1994	164	5.570592817771039
393	1	m	2	3	1994	164	3.608934483326415
400	2	m	0	3	1994	164	3.85794047477684
411	4	m	2	2	1994	164	4.468958225782959
428	4	m	0	2	1994	164	4.4610459955841035
429	5	f	1	1	1994	164	7.252171525178058
430	1	f	2	2	1994	164	4.931935044821336
433	7	f	2	3	1994	164	8.226600220904439
438	3	m	0	3	1994	164	4.683147081294902
440	4	f	2	3	1994	164	7.347404502133776
441	4	m	2	3	1994	164	4.81305296422747
447	2	m	1	2	1994	164	3.485700622494632
451	1	f	2	3	1994	164	4.043819463537189
458	3	m	1	3	1994	164	4.414482499111659
462	14	f	2	3	1994	164	11.02972086608798
463	6	f	2	2	1994	164	7.052268615143086
464	5	f	1	2	1994	164	NA
473	2	f	2	3	1994	164	4.923812559321111
475	3	f	1	2	1994	164	NA
480	13	m	0	2	1994	164	9.506078124573685
483	5	m	1	2	1994	164	6.364197524079289
486	6	f	0	3	1994	164	6.203691184284301
488	6	f	2	3	1994	164	NA
493	4	m	2	2	1994	164	5.523276727675071
496	9	f	2	3	1994	164	7.623701854912614
498	3	m	0	3	1994	164	4.811353351719963
500	2	f	1	1	1994	164	4.704953706502023
509	12	m	2	1	1994	164	NA
511	0	f	1	3	1994	164	3.800874828869799
513	2	f	1	2	1994	164	5.009110800382716
521	13	f	0	3	1994	164	11.646055417248212
523	6	m	0	1	1994	164	6.64748220727845
539	2	m	2	3	1994	164	3.2171384918383614
540	12	m	1	3	1994	164	9.009742809537563
545	1	f	0	2	1994	164	4.2167006128775455
546	10	m	2	1	1994	164	9.446779544165263
549	2	f	1	3	1994	164	4.797132282513512
553	5	f	2	1	1994	164	6.896744690262679
561	13	m	2	1	1994	164	9.836585541199732
562	7	f	1	3	1994	164	8.475820787004697
565	13	f	2	3	1994	164	11.691366823869052
566	3	m	2	3	1994	164	NA
569	5	m	0	3	1994	164	5.3431716167060594
572	0	m	2	2	1994	164	1.5253318891690855
575	8	f	0	1	1994	164	9.633473877858622
579	3	f	1	3	1994	164	7.293634304120343
580	12	f	2	1	1994	164	11.739784178210087
581	7	m	2	3	1994	164	6.455562894777957
595	7	m	2	2	1994	164	7.1872489592326945
601	1	m	0	3	1994	164	NA
609	6	m	0	2	1994	164	6.73237566649419
620	6	m	0	3	1994	164	5.820772285849621
621	0	m	2	2	1994	164	2.3114422387906464
630	6	f	2	2	1994	164	8.327037009664952
636	11	f	0	2	1994	164	8.08850651169832
640	0	m	1	1	1994	164	3.1394240036661483
641	0	m	2	2	1994	164	2.2360008468238037
642	14	f	0	1	1994	164	12.365784250401015
646	3	f	1	2	1994	164	6.327955508637959
651	5	m	0	3	1994	164	4.600404986624929
652	0	m	0	3	1994	164	1.551811571672064
665	2	f	2	1	1994	164	5.329484600312873
666	4	f	1	1	1994	164	5.95817808774418
669	11	f	2	3	1994	164	8.92545602675753
673	1	m	1	3	1994	164	3.3223759391448873
676	4	m	2	2	1994	164	4.533814255766746
677	1	f	1	3	1994	164	5.002085813269932
678	3	m	2	2	1994	164	4.10753832459087
689	3	m	0	3	1994	164	4.736681793173598
690	4	m	1	3	1994	164	6.1279344723583975
691	12	m	0	3	1994	164	8.734080920924638
693	1	f	2	1	1994	164	4.708804982606897
705	9	m	1	2	1994	164	8.190308731584496
708	0	f	0	1	1994	164	3.9027982333583386
709	11	m	2	3	1994	164	8.517050415040057
710	0	m	0	1	1994	164	2.5600520287538946
711	13	f	2	2	1994	164	12.554305883098626
721	1	f	0	1	1994	164	5.328243848750337
729	6	f	1	2	1994	164	8.891999501054318
732	11	m	2	2	1994	164	9.167451351318135
740	1	f	0	3	1994	164	4.320494987579682
743	0	m	2	1	1994	164	3.8569007098234134
751	3	f	2	3	1994	164	6.618898290310146
754	12	m	2	2	1994	164	8.3716429227269
759	5	f	0	3	1994	164	6.178229587744259
781	0	f	1	1	1994	164	NA
790	12	m	2	1	1994	164	9.308087376508883
798	10	m	2	3	1994	164	9.243515558931703
805	9	m	2	3	1994	164	8.786375443665817
808	6	m	0	2	1994	164	5.003876472265858
813	11	m	0	1	1994	164	NA
814	9	m	0	1	1994	164	6.929760977997915
816	4	f	1	1	1994	164	NA
817	13	f	0	2	1994	164	NA
818	12	m	0	3	1994	164	10.608902010028643
822	3	f	1	1	1994	164	5.063142457417029
824	7	f	1	1	1994	164	8.105650780172908
830	1	m	1	3	1994	164	NA
832	8	m	0	1	1994	164	7.56301734106753
837	0	m	1	1	1994	164	1.5192172322389437
843	4	m	1	2	1994	164	6.317179827033787
848	0	m	0	2	1994	164	NA
853	3	f	0	1	1994	164	5.136770265402531
855	1	f	1	1	1994	164	3.774281819332634
857	4	m	2	2	1994	164	3.965724040182176
859	3	f	0	2	1994	164	7.04078073664938
861	9	f	2	3	1994	164	NA
875	4	m	0	1	1994	164	6.654315269746284
879	5	m	1	2	1994	164	5.652900783547406
880	4	f	1	1	1994	164	5.945517649720073
898	1	f	0	1	1994	164	5.352181457024917
904	4	m	2	1	1994	164	4.447560848988904
10	2	m	2	2	1995	140	4.517625872052018
16	3	m	1	2	1995	140	4.571328530164372
18	7	f	2	2	1995	140	8.263345796452473
23	1	f	1	2	1995	140	5.424630314877585
34	2	f	1	1	1995	140	4.239349864466898
44	6	f	0	3	1995	140	7.338948200390421
46	2	f	2	3	1995	140	NA
63	13	m	2	1	1995	140	8.936832929883042
64	10	f	0	3	1995	140	NA
73	8	f	0	1	1995	140	7.847882742297379
77	11	f	2	2	1995	140	11.118149567672466
83	10	m	1	1	1995	140	9.027524260273143
85	1	m	1	3	1995	140	NA
99	10	m	2	2	1995	140	8.44408022395905
100	2	f	0	3	1995	140	5.392855405700766
108	6	m	2	2	1995	140	5.5202506699183695
111	0	f	2	1	1995	140	5.246221440429499
117	8	m	0	1	1995	140	NA
118	7	f	2	2	1995	140	7.385231689567913
125	5	f	0	1	1995	140	7.014466696707868
130	3	f	2	1	1995	140	5.311478228023686
135	9	f	0	2	1995	140	9.285207961179323
149	4	f	1	3	1995	140	7.033179438945732
154	5	f	2	3	1995	140	6.015930301487226
155	6	f	1	1	1995	140	8.2910166014595
157	9	m	0	2	1995	140	7.506508136025323
158	1	m	1	1	1995	140	4.187472588272644
159	2	m	2	2	1995	140	3.260611668191931
167	9	m	1	3	1995	140	9.425013395940939
168	13	f	1	2	1995	140	11.063363059990472
170	2	m	0	1	1995	140	4.8940113794341595
176	1	m	2	1	1995	140	3.667145296145864
177	2	f	0	2	1995	140	4.844945933107374
182	8	f	0	2	1995	140	9.224742875835549
186	6	f	2	3	1995	140	7.278008712485154
187	11	m	2	3	1995	140	8.095289491729973
193	12	m	2	2	1995	140	10.674537203955966
199	0	f	2	1	1995	140	3.348081369929654
203	1	f	1	3	1995	140	5.738680127577138
205	4	m	2	2	1995	140	3.760796470117651
206	0	f	1	2	1995	140	NA
208	3	m	2	3	1995	140	4.747666174143611
210	0	f	1	3	1995	140	4.626659783482381
215	7	m	2	1	1995	140	7.836137675838164
228	5	m	0	1	1995	140	5.666527749369006
232	4	f	2	3	1995	140	5.242531823026431
236	5	m	1	3	1995	140	4.803056909230473
247	5	f	2	2	1995	140	6.649875552745966
251	7	f	0	1	1995	140	8.428242177163018
252	11	f	0	2	1995	140	10.775903696742208
259	15	f	0	3	1995	140	12.868134918046515
267	1	f	1	2	1995	140	5.059411557733983
268	3	f	1	1	1995	140	6.2622600686018695
270	3	m	2	2	1995	140	4.370302493322178
271	3	f	2	2	1995	140	6.02693962450422
280	5	m	2	3	1995	140	5.605730223218169
285	2	m	0	2	1995	140	2.656448178376267
298	3	m	1	1	1995	140	4.565708952781873
301	8	f	1	1	1995	140	9.023717884830598
303	13	m	1	1	1995	140	NA
310	4	f	0	3	1995	140	6.784367121673182
314	6	f	1	1	1995	140	6.3520233902890935
343	10	m	2	3	1995	140	10.201840437509631
344	6	m	0	3	1995	140	7.615400471329987
346	9	f	2	1	1995	140	9.39320371172329
355	2	f	0	1	1995	140	4.111315421439419
356	3	m	0	2	1995	140	5.421370914966128
364	12	m	1	3	1995	140	9.849060136733028
366	0	f	1	1	1995	140	3.972849213237029
371	11	m	0	1	1995	140	8.79033789783358
374	0	f	0	3	1995	140	3.8571791657553294
375	1	m	2	3	1995	140	3.0074046903783267
376	3	m	2	3	1995	140	3.9262678526886217
384	1	f	0	2	1995	140	4.640999840782245
393	2	m	2	3	1995	140	5.16737222500994
400	3	m	1	3	1995	140	5.140975603278407
411	5	m	2	2	1995	140	6.427594528062427
419	0	f	0	2	1995	140	3.335277068514346
422	0	f	1	3	1995	140	3.393084444461994
428	5	m	0	2	1995	140	5.45794519043641
429	6	f	2	1	1995	140	7.891314152862534
430	2	f	0	2	1995	140	6.085828458323753
433	8	f	0	3	1995	140	9.142332321245085
438	4	m	1	3	1995	140	5.3362211072601085
440	5	f	1	3	1995	140	NA
441	5	m	0	3	1995	140	5.773629276168751
447	3	m	2	2	1995	140	4.147216178098184
451	2	f	1	3	1995	140	5.015300672164598
458	4	m	1	3	1995	140	5.223561410767726
463	7	f	1	2	1995	140	7.861324648190585
464	6	f	1	2	1995	140	7.816945893993403
467	0	f	1	2	1995	140	5.091588182663282
473	3	f	2	3	1995	140	5.352239958958229
474	0	m	2	3	1995	140	2.898780758462357
475	4	f	1	2	1995	140	4.40536380246663
480	14	m	1	2	1995	140	10.230683728232849
486	7	f	1	3	1995	140	6.4339377420669
488	7	f	0	3	1995	140	8.641556841206468
493	5	m	0	2	1995	140	6.688707376222922
496	10	f	2	3	1995	140	8.696366375375112
498	4	m	0	3	1995	140	5.822738942406065
500	3	f	1	1	1995	140	5.530183187631598
509	13	m	1	1	1995	140	10.18082339911652
511	1	f	1	3	1995	140	2.9701944185055242
513	3	f	1	2	1995	140	5.00622094549762
523	7	m	0	1	1995	140	6.62793986319557
539	3	m	0	3	1995	140	NA
540	13	m	2	3	1995	140	NA
545	2	f	0	2	1995	140	NA
546	11	m	2	1	1995	140	9.770844270060293
549	3	f	0	3	1995	140	4.929225215396182
553	6	f	2	1	1995	140	7.240307683276275
554	0	f	0	2	1995	140	4.020258196186284
561	14	m	2	1	1995	140	11.41444559048354
562	8	f	0	3	1995	140	9.455298045657146
566	4	m	2	3	1995	140	5.994371551917438
569	6	m	1	3	1995	140	5.573818805899309
572	1	m	2	2	1995	140	NA
575	9	f	1	1	1995	140	9.983584915546972
577	0	f	2	3	1995	140	4.044455752596618
579	4	f	0	3	1995	140	7.7364305075948465
580	13	f	2	1	1995	140	12.215891521327844
581	8	m	2	3	1995	140	7.559733499660499
591	0	m	2	3	1995	140	2.9581018526127427
595	8	m	2	2	1995	140	7.228429100687373
601	2	m	2	3	1995	140	3.58823339341072
609	7	m	1	2	1995	140	7.477312640307912
620	7	m	2	3	1995	140	NA
621	1	m	0	2	1995	140	3.4718941751723897
629	0	m	1	1	1995	140	1.8246524077675648
636	12	f	0	2	1995	140	10.134341469261857
640	1	m	0	1	1995	140	4.186456351698413
641	1	m	2	2	1995	140	3.102080436594253
642	15	f	2	1	1995	140	12.396570195810115
646	4	f	2	2	1995	140	6.899185998827276
651	6	m	2	3	1995	140	5.603129188735778
652	1	m	2	3	1995	140	2.9411727133368952
665	3	f	0	1	1995	140	NA
666	5	f	2	1	1995	140	7.121768769542674
669	12	f	1	3	1995	140	10.390056359797118
673	2	m	2	3	1995	140	4.546724709333593
676	5	m	2	2	1995	140	5.274122507135137
677	2	f	1	3	1995	140	NA
678	4	m	1	2	1995	140	5.42166276698541
689	4	m	0	3	1995	140	6.174578119982108
690	5	m	1	3	1995	140	6.7483584003340935
693	2	f	2	1	1995	140	5.321876293996176
702	0	m	0	1	1995	140	3.253028133221412
708	1	f	2	1	1995	140	4.828231289472528
710	1	m	1	1	1995	140	4.046742014203639
711	14	f	1	2	1995	140	12.400001543215206
721	2	f	2	1	1995	140	5.814946762600434
729	7	f	2	2	1995	140	9.075613863516697
740	2	f	0	3	1995	140	NA
743	1	m	0	1	1995	140	4.211465927238289
748	0	f	0	2	1995	140	4.1976064636945685
751	4	f	1	3	1995	140	6.798264444365468
754	13	m	0	2	1995	140	10.302107175067409
759	6	f	2	3	1995	140	6.061744416022361
781	1	f	0	1	1995	140	5.7123137625393134
798	11	m	2	3	1995	140	10.224558082936994
804	0	f	0	3	1995	140	NA
805	10	m	2	3	1995	140	9.661312483161549
813	12	m	1	1	1995	140	NA
814	10	m	1	1	1995	140	7.946334140326298
816	5	f	1	1	1995	140	6.954904369660187
817	14	f	0	2	1995	140	12.143668815147157
818	13	m	1	3	1995	140	11.009438336679342
822	4	f	1	1	1995	140	7.1329488453132255
824	8	f	0	1	1995	140	8.214942021601601
830	2	m	0	3	1995	140	NA
832	9	m	1	1	1995	140	7.474866754843138
837	1	m	0	1	1995	140	2.6975731699733116
839	0	f	2	1	1995	140	4.500932956297327
843	5	m	0	2	1995	140	6.55051093892796
845	0	f	2	1	1995	140	3.3792360584402217
848	1	m	2	2	1995	140	4.648969044809867
853	4	f	1	1	1995	140	6.531031761660392
855	2	f	0	1	1995	140	6.0337919735125904
857	5	m	0	2	1995	140	5.516065801144928
859	4	f	1	2	1995	140	6.517933662038096
861	10	f	1	3	1995	140	11.413548072019552
875	5	m	2	1	1995	140	6.793224026722618
880	5	f	2	1	1995	140	7.076331923600394
898	2	f	2	1	1995	140	4.9949560226196095
904	5	m	1	1	1995	140	4.762455751135826
1	0	m	0	2	1996	138	2.55037798816237
10	3	m	1	2	1996	138	5.06082283671055
16	4	m	2	2	1996	138	5.427484011020313
18	8	f	0	2	1996	138	NA
23	2	f	2	2	1996	138	5.024149984505945
34	3	f	2	1	1996	138	5.387217672923057
44	7	f	0	3	1996	138	8.890184989210917
46	3	f	2	3	1996	138	7.4979534358057744
63	14	m	1	1	1996	138	10.169416130987601
64	11	f	2	3	1996	138	11.227367145769099
73	9	f	2	1	1996	138	9.15322853568654
77	12	f	0	2	1996	138	11.395566933117587
83	11	m	0	1	1996	138	10.28050354796028
85	2	m	2	3	1996	138	4.274640789818989
98	0	m	1	2	1996	138	3.607042862034926
99	11	m	2	2	1996	138	9.11775074368166
100	3	f	1	3	1996	138	NA
103	0	f	0	1	1996	138	4.828771822571171
104	0	m	2	1	1996	138	1.6529976981101
108	7	m	2	2	1996	138	6.829838217246888
111	1	f	2	1	1996	138	5.318836412176298
115	0	f	0	2	1996	138	4.332243320587212
117	9	m	1	1	1996	138	8.954454210380195
118	8	f	2	2	1996	138	8.670516110879317
125	6	f	2	1	1996	138	7.803016714496092
130	4	f	0	1	1996	138	NA
134	0	f	2	3	1996	138	3.944353738584957
135	10	f	0	2	1996	138	9.71991405554507
149	5	f	1	3	1996	138	7.64598272739147
154	6	f	1	3	1996	138	6.277559344148206
157	10	m	0	2	1996	138	8.735783451524687
158	2	m	0	1	1996	138	4.748455632458883
159	3	m	2	2	1996	138	3.791973779777399
167	10	m	0	3	1996	138	10.821960323878997
170	3	m	0	1	1996	138	5.033001708590774
176	2	m	1	1	1996	138	4.770157823516715
177	3	f	1	2	1996	138	5.776360159435565
182	9	f	0	2	1996	138	9.385462169744716
186	7	f	2	3	1996	138	7.60432589735803
187	12	m	0	3	1996	138	9.396129594608936
193	13	m	1	2	1996	138	12.363964847493737
203	2	f	0	3	1996	138	6.476030057559705
205	5	m	0	2	1996	138	NA
206	1	f	1	2	1996	138	4.604463235228047
209	0	m	1	2	1996	138	3.712112898827818
210	1	f	0	3	1996	138	5.821131738516245
215	8	m	2	1	1996	138	8.304556786279612
225	0	f	2	3	1996	138	3.5934984167563075
228	6	m	1	1	1996	138	6.408200869537888
232	5	f	1	3	1996	138	6.568982015890331
236	6	m	2	3	1996	138	NA
247	6	f	0	2	1996	138	7.6794892387434235
250	0	f	2	3	1996	138	2.793994690541017
251	8	f	2	1	1996	138	8.830917825147475
259	16	f	2	3	1996	138	12.98827384978944
267	2	f	2	2	1996	138	5.85477485384279
268	4	f	2	1	1996	138	6.131168355645704
270	4	m	2	2	1996	138	5.291975076767267
271	4	f	0	2	1996	138	6.796002585808927
280	6	m	1	3	1996	138	6.047713142776491
285	3	m	1	2	1996	138	4.342995701802053
301	9	f	2	1	1996	138	NA
303	14	m	2	1	1996	138	12.335547947822178
310	5	f	2	3	1996	138	6.988314210237185
314	7	f	2	1	1996	138	7.665068375320319
343	11	m	1	3	1996	138	9.786095271442424
344	7	m	2	3	1996	138	8.135353657734584
346	10	f	2	1	1996	138	9.507788240502643
348	0	f	0	1	1996	138	3.4360861359300525
355	3	f	1	1	1996	138	4.887444123019939
356	4	m	2	2	1996	138	5.583049698775736
364	13	m	1	3	1996	138	12.375509423358748
366	1	f	1	1	1996	138	NA
368	0	f	1	2	1996	138	5.805394773024355
371	12	m	2	1	1996	138	9.336449797077899
374	1	f	1	3	1996	138	NA
375	2	m	0	3	1996	138	4.828485534889049
376	4	m	2	3	1996	138	NA
384	2	f	0	2	1996	138	6.771503766631531
393	3	m	1	3	1996	138	5.319971885759508
400	4	m	2	3	1996	138	5.605929810891375
409	0	f	1	3	1996	138	4.057973129139916
411	6	m	0	2	1996	138	6.414814305789337
419	1	f	0	2	1996	138	4.963809680002853
422	1	f	1	3	1996	138	3.17024287117706
428	6	m	2	2	1996	138	6.369131191515147
429	7	f	0	1	1996	138	8.194338367675781
430	3	f	2	2	1996	138	6.436458270928231
433	9	f	2	3	1996	138	10.51922366756971
438	5	m	1	3	1996	138	6.326535559759723
440	6	f	1	3	1996	138	9.327042213014314
441	6	m	1	3	1996	138	6.426934507780385
447	4	m	2	2	1996	138	6.04155650652185
448	0	m	0	3	1996	138	3.71147012273661
451	3	f	0	3	1996	138	5.492097988012239
458	5	m	0	3	1996	138	6.583905803948875
463	8	f	1	2	1996	138	8.256296385982258
464	7	f	0	2	1996	138	NA
467	1	f	1	2	1996	138	5.9411036474549
471	0	f	1	1	1996	138	4.577421876383443
473	4	f	0	3	1996	138	6.545652875356421
474	1	m	2	3	1996	138	3.6762064069509695
475	5	f	1	2	1996	138	6.603994105641578
480	15	m	2	2	1996	138	11.93261741879526
486	8	f	2	3	1996	138	9.00327974002148
488	8	f	0	3	1996	138	9.325678091308175
493	6	m	0	2	1996	138	7.757847818630405
495	0	m	1	2	1996	138	3.8187564725636522
498	5	m	0	3	1996	138	6.211698244487118
500	4	f	2	1	1996	138	NA
505	0	f	0	1	1996	138	4.354593683119937
509	14	m	2	1	1996	138	NA
511	2	f	0	3	1996	138	4.929917282610176
513	4	f	2	2	1996	138	6.111799622682479
523	8	m	0	1	1996	138	7.564709325126429
540	14	m	1	3	1996	138	10.949204460352695
545	3	f	2	2	1996	138	NA
546	12	m	2	1	1996	138	10.543764897279882
549	4	f	1	3	1996	138	NA
554	1	f	1	2	1996	138	NA
562	9	f	2	3	1996	138	NA
566	5	m	0	3	1996	138	6.235945642016837
569	7	m	2	3	1996	138	6.861621993441081
572	2	m	2	2	1996	138	4.223614954217338
575	10	f	1	1	1996	138	10.469324753870678
577	1	f	0	3	1996	138	4.010707218925737
579	5	f	0	3	1996	138	8.13770775629658
580	14	f	1	1	1996	138	12.572844036998248
581	9	m	0	3	1996	138	9.055364977621963
582	0	m	2	3	1996	138	4.575920703375842
595	9	m	0	2	1996	138	8.454582082117415
601	3	m	0	3	1996	138	4.76182202555721
608	0	f	0	2	1996	138	4.716803458680828
609	8	m	0	2	1996	138	8.052709370402535
620	8	m	2	3	1996	138	8.007535299958478
621	2	m	0	2	1996	138	4.092324568982116
629	1	m	2	1	1996	138	2.949061385967897
636	13	f	2	2	1996	138	10.49658063754968
640	2	m	1	1	1996	138	5.478819129350376
641	2	m	0	2	1996	138	3.4863875661045225
646	5	f	1	2	1996	138	8.314415747028374
651	7	m	1	3	1996	138	7.175251995035161
652	2	m	2	3	1996	138	3.244517586199057
658	0	f	2	1	1996	138	3.1113822302597502
665	4	f	2	1	1996	138	6.8557386345367854
666	6	f	2	1	1996	138	8.34593776413286
669	13	f	2	3	1996	138	11.001754254580757
673	3	m	2	3	1996	138	NA
676	6	m	0	2	1996	138	5.680056995237262
677	3	f	2	3	1996	138	6.582944546677603
678	5	m	2	2	1996	138	5.993093207430974
680	0	f	2	2	1996	138	3.6361327326479196
689	5	m	0	3	1996	138	5.637050583736151
690	6	m	0	3	1996	138	6.828149262682026
693	3	f	1	1	1996	138	NA
696	0	f	0	2	1996	138	5.4890591223556395
704	0	f	2	1	1996	138	4.829887601790077
708	2	f	0	1	1996	138	5.88016125622727
710	2	m	2	1	1996	138	NA
711	15	f	1	2	1996	138	13.616668901844434
720	0	f	2	2	1996	138	NA
721	3	f	1	1	1996	138	5.775508974515946
722	0	m	1	1	1996	138	4.107375442126978
729	8	f	2	2	1996	138	NA
740	3	f	1	3	1996	138	6.249665686231719
741	0	m	0	1	1996	138	3.4876209856591265
743	2	m	0	1	1996	138	4.646700563071606
744	0	f	2	2	1996	138	3.7950961733445947
748	1	f	2	2	1996	138	4.463528381165368
751	5	f	1	3	1996	138	7.841035093430322
754	14	m	0	2	1996	138	11.28371420576705
757	0	f	2	2	1996	138	4.630660790321475
759	7	f	1	3	1996	138	6.878859505545644
781	2	f	1	1	1996	138	6.493540879345463
786	0	m	1	2	1996	138	2.487830954840124
792	0	f	0	2	1996	138	NA
798	12	m	2	3	1996	138	NA
803	0	f	1	2	1996	138	3.863009491891431
804	1	f	0	3	1996	138	4.4390333190467635
812	0	m	2	3	1996	138	3.035031241871934
813	13	m	1	1	1996	138	11.443232325622342
814	11	m	0	1	1996	138	8.853930804410343
815	0	m	0	2	1996	138	3.9534927863317075
816	6	f	1	1	1996	138	8.407543223683001
817	15	f	1	2	1996	138	12.4752946764963
818	14	m	0	3	1996	138	NA
822	5	f	1	1	1996	138	7.367772067797269
824	9	f	0	1	1996	138	8.650688141995577
830	3	m	2	3	1996	138	4.614707608885081
832	10	m	1	1	1996	138	9.130679762299497
837	2	m	2	1	1996	138	4.0094952157299435
839	1	f	0	1	1996	138	5.1904027400450055
843	6	m	1	2	1996	138	NA
845	1	f	2	1	1996	138	NA
848	2	m	0	2	1996	138	4.416017060730479
853	5	f	2	1	1996	138	7.541580174071147
855	3	f	1	1	1996	138	5.777366057280397
857	6	m	0	2	1996	138	5.1123589501115685
859	5	f	1	2	1996	138	7.198417185521308
875	6	m	1	1	1996	138	7.892326821872681
880	6	f	2	1	1996	138	8.275781257626145
898	3	f	2	1	1996	138	5.701249340938182
904	6	m	0	1	1996	138	6.121964459361164
1	1	m	0	2	1997	139	2.897269909624296
10	4	m	0	2	1997	139	5.3327243440315
16	5	m	0	2	1997	139	5.551231416372837
23	3	f	0	2	1997	139	5.965408039531503
28	0	m	1	1	1997	139	3.322330835655828
34	4	f	2	1	1997	139	5.343631331804211
35	0	m	1	1	1997	139	1.5223182048438892
44	8	f	1	3	1997	139	8.59329129420893
46	4	f	2	3	1997	139	6.78948437988649
47	0	m	0	3	1997	139	2.0198471731821677
63	15	m	2	1	1997	139	10.072921327144009
72	0	f	0	3	1997	139	4.242845659892705
77	13	f	1	2	1997	139	11.673460552481405
83	12	m	1	1	1997	139	8.863109737554058
85	3	m	1	3	1997	139	4.271262306900079
98	1	m	1	2	1997	139	3.791005680885266
99	12	m	1	2	1997	139	9.906630697516212
100	4	f	0	3	1997	139	NA
103	1	f	2	1	1997	139	5.268312997464736
104	1	m	0	1	1997	139	NA
108	8	m	1	2	1997	139	6.631995752457581
111	2	f	1	1	1997	139	5.0997652204618955
115	1	f	1	2	1997	139	5.652389696687032
117	10	m	2	1	1997	139	9.064343206000565
118	9	f	2	2	1997	139	8.420288294808229
122	0	m	1	1	1997	139	2.1641350605277134
134	1	f	1	3	1997	139	3.6493911119241544
135	11	f	0	2	1997	139	9.435204565439788
143	0	m	0	1	1997	139	2.7132152889693306
149	6	f	0	3	1997	139	8.63045517228902
154	7	f	2	3	1997	139	6.6563784593972155
157	11	m	1	2	1997	139	NA
158	3	m	1	1	1997	139	4.288454370651094
159	4	m	1	2	1997	139	4.155722442126007
170	4	m	2	1	1997	139	NA
176	3	m	2	1	1997	139	4.48798950280069
177	4	f	0	2	1997	139	6.097102513947009
182	10	f	1	2	1997	139	9.43575254396867
186	8	f	0	3	1997	139	8.112595232499334
187	13	m	1	3	1997	139	10.302951724433193
193	14	m	0	2	1997	139	12.292650946168521
203	3	f	0	3	1997	139	6.326199912308794
205	6	m	1	2	1997	139	5.851627366851045
206	2	f	1	2	1997	139	NA
209	1	m	2	2	1997	139	2.7963992265013533
210	2	f	1	3	1997	139	6.103032067372887
211	0	m	1	2	1997	139	3.0570482717804714
215	9	m	2	1	1997	139	8.155535593957445
225	1	f	2	3	1997	139	4.66403229036424
228	7	m	2	1	1997	139	5.538375658435752
232	6	f	2	3	1997	139	6.820606731490809
236	7	m	2	3	1997	139	5.093952897330759
250	1	f	2	3	1997	139	3.1179792819603898
251	9	f	1	1	1997	139	9.136037183286131
267	3	f	0	2	1997	139	6.047093131222196
